fire_cell_quad,fire,cell,quad,tree_pix,dead_tree_pix,tree_cover,mort_cover,tree_cat,dead_cat,eco2,tvt
alisal_202_0,alisal,202,0,13305,0,0.81207275390625,0.0,70-100,0-30,South Coast and Mountains,train
alisal_202_1,alisal,202,1,11518,0,0.7030029296875,0.0,70-100,0-30,South Coast and Mountains,train
alisal_202_3,alisal,202,3,10055,0,0.61370849609375,0.0,30-70,0-30,South Coast and Mountains,train
alisal_202_4,alisal,202,4,13396,0,0.817626953125,0.0,70-100,0-30,South Coast and Mountains,train
camp_1200_1,camp,1200,1,14576,12416,0.8896484375,0.8518,70-100,70-100,Sierra Nevada,train
camp_1200_3,camp,1200,3,6632,2778,0.40478515625,0.4189,30-70,30-70,Sierra Nevada,train
camp_1200_4,camp,1200,4,8363,4446,0.51043701171875,0.5316,30-70,30-70,Sierra Nevada,train
dixie_4059_0,dixie,4059,0,11047,10214,0.67425537109375,0.9246,30-70,70-100,North Coast and Mountains,train
dixie_4059_1,dixie,4059,1,10553,10214,0.64410400390625,0.9679,30-70,70-100,North Coast and Mountains,train
dixie_4059_3,dixie,4059,3,10567,6192,0.64495849609375,0.586,30-70,30-70,North Coast and Mountains,train
dixie_4059_4,dixie,4059,4,9367,8867,0.57171630859375,0.9466,30-70,70-100,North Coast and Mountains,train
czulight_892_0,czulight,892,0,5770,1137,0.3521728515625,0.1971,30-70,0-30,North Coast and Mountains,train
czulight_892_1,czulight,892,1,6521,5204,0.39801025390625,0.798,30-70,70-100,North Coast and Mountains,train
czulight_892_3,czulight,892,3,2274,165,0.1387939453125,0.0726,0-30,0-30,North Coast and Mountains,train
alisal_99_0,alisal,99,0,3977,1761,0.24273681640625,0.4428,0-30,30-70,South Coast and Mountains,train
alisal_99_1,alisal,99,1,57,57,0.00347900390625,1.0,0-30,70-100,South Coast and Mountains,train
alisal_99_4,alisal,99,4,1166,1166,0.0711669921875,1.0,0-30,70-100,South Coast and Mountains,train
eldorado_262_1,eldorado,262,1,13170,4147,0.8038330078125,0.3149,70-100,30-70,South Coast and Mountains,train
eldorado_262_4,eldorado,262,4,10240,873,0.625,0.0853,30-70,0-30,South Coast and Mountains,train
bobcat_711_4,bobcat,711,4,15070,2441,0.9197998046875,0.162,70-100,0-30,South Coast and Mountains,train
czulight_893_1,czulight,893,1,5345,2738,0.32623291015625,0.5123,30-70,30-70,North Coast and Mountains,train
czulight_893_3,czulight,893,3,10494,119,0.6405029296875,0.0113,30-70,0-30,North Coast and Mountains,train
czulight_893_4,czulight,893,4,14024,2800,0.85595703125,0.1997,70-100,0-30,North Coast and Mountains,train
monument_2298_1,monument,2298,1,10017,3519,0.61138916015625,0.3513,30-70,30-70,North Coast and Mountains,train
monument_2298_4,monument,2298,4,7587,1953,0.46307373046875,0.2574,30-70,0-30,North Coast and Mountains,train
czulight_930_0,czulight,930,0,15812,1108,0.965087890625,0.0701,70-100,0-30,North Coast and Mountains,train
czulight_930_3,czulight,930,3,16000,2049,0.9765625,0.1281,70-100,0-30,North Coast and Mountains,train
caldor_1570_0,caldor,1570,0,11918,11918,0.7274169921875,1.0,70-100,70-100,Sierra Nevada,train
caldor_1570_1,caldor,1570,1,9512,9512,0.58056640625,1.0,30-70,70-100,Sierra Nevada,train
caldor_1570_4,caldor,1570,4,10152,10152,0.61962890625,1.0,30-70,70-100,Sierra Nevada,train
northcomplex_1323_0,northcomplex,1323,0,12710,11805,0.7757568359375,0.9288,70-100,70-100,Sierra Nevada,train
northcomplex_1323_1,northcomplex,1323,1,12123,1569,0.73992919921875,0.1294,70-100,0-30,Sierra Nevada,train
northcomplex_1323_3,northcomplex,1323,3,10904,6709,0.66552734375,0.6153,30-70,30-70,Sierra Nevada,train
northcomplex_1323_4,northcomplex,1323,4,13153,2540,0.80279541015625,0.1931,70-100,0-30,Sierra Nevada,train
ranch_1669_0,ranch,1669,0,10695,3850,0.65277099609375,0.36,30-70,30-70,North Coast and Mountains,train
ranch_1669_1,ranch,1669,1,9149,4931,0.55841064453125,0.539,30-70,30-70,North Coast and Mountains,train
ranch_1669_3,ranch,1669,3,6292,5086,0.384033203125,0.8083,30-70,70-100,North Coast and Mountains,train
ranch_1669_4,ranch,1669,4,10032,7121,0.6123046875,0.7098,30-70,70-100,North Coast and Mountains,train
czulight_646_4,czulight,646,4,4961,2483,0.30279541015625,0.5005,30-70,30-70,North Coast and Mountains,test
northcomplex_4134_0,northcomplex,4134,0,14616,1357,0.89208984375,0.0928,70-100,0-30,Sierra Nevada,test
eldorado_67_1,eldorado,67,1,60,0,0.003662109375,0.0,0-30,0-30,South Coast and Mountains,test
eldorado_67_4,eldorado,67,4,690,9,0.0421142578125,0.013,0-30,0-30,South Coast and Mountains,test
dolan_1086_0,dolan,1086,0,15664,1283,0.9560546875,0.0819,70-100,0-30,Central Foothills,test
dolan_1086_3,dolan,1086,3,12461,2508,0.76055908203125,0.2013,70-100,0-30,Central Foothills,test
dolan_1086_4,dolan,1086,4,12066,5105,0.7364501953125,0.4231,70-100,30-70,Central Foothills,test
ranch_1088_0,ranch,1088,0,6817,1647,0.41607666015625,0.2416,30-70,0-30,Central Foothills,test
ranch_1088_1,ranch,1088,1,6005,680,0.36651611328125,0.1132,30-70,0-30,Central Foothills,test
ranch_1088_4,ranch,1088,4,5319,1473,0.32464599609375,0.2769,30-70,0-30,Central Foothills,test
monument_2690_1,monument,2690,1,15254,15251,0.9310302734375,0.9998,70-100,70-100,North Coast and Mountains,test
creek_3092_0,creek,3092,0,7155,2816,0.43670654296875,0.3936,30-70,30-70,Sierra Nevada,test
creek_3092_1,creek,3092,1,5632,1683,0.34375,0.2988,30-70,0-30,Sierra Nevada,test
creek_3092_4,creek,3092,4,3376,2995,0.2060546875,0.8871,0-30,70-100,Sierra Nevada,test
camp_1392_1,camp,1392,1,8384,4360,0.51171875,0.52,30-70,30-70,Central Foothills,test
camp_1392_3,camp,1392,3,7923,6415,0.48358154296875,0.8097,30-70,70-100,Central Foothills,test
northcomplex_1930_1,northcomplex,1930,1,11220,11171,0.684814453125,0.9956,30-70,70-100,Sierra Nevada,test
dolan_893_0,dolan,893,0,14191,75,0.86614990234375,0.0053,70-100,0-30,Central Foothills,test
dolan_893_4,dolan,893,4,7034,2010,0.4293212890625,0.2858,30-70,0-30,Central Foothills,test
ranch_2436_4,ranch,2436,4,8743,7662,0.53363037109375,0.8764,30-70,70-100,North Coast and Mountains,test
dolan_1697_4,dolan,1697,4,11290,162,0.6890869140625,0.0143,30-70,0-30,Central Foothills,test
alisal_153_3,alisal,153,3,15915,100,0.97137451171875,0.0063,70-100,0-30,South Coast and Mountains,test
alisal_153_4,alisal,153,4,11052,552,0.674560546875,0.0499,30-70,0-30,South Coast and Mountains,test
eldorado_70_0,eldorado,70,0,11792,0,0.7197265625,0.0,70-100,0-30,South Coast and Mountains,test
dixie_399_0,dixie,399,0,8814,1187,0.5379638671875,0.1347,30-70,0-30,North Coast and Mountains,test
camp_1637_0,camp,1637,0,11248,5038,0.6865234375,0.4479,30-70,30-70,Sierra Nevada,test
monument_2687_3,monument,2687,3,15209,15146,0.92828369140625,0.9959,70-100,70-100,North Coast and Mountains,test
alisal_146_4,alisal,146,4,1133,1112,0.06915283203125,0.9815,0-30,70-100,South Coast and Mountains,test
bobcat_291_0,bobcat,291,0,14766,277,0.9012451171875,0.0188,70-100,0-30,South Coast and Mountains,test
bobcat_291_3,bobcat,291,3,15504,252,0.9462890625,0.0163,70-100,0-30,South Coast and Mountains,test
bobcat_291_4,bobcat,291,4,15628,2746,0.953857421875,0.1757,70-100,0-30,South Coast and Mountains,test
camp_1385_0,camp,1385,0,5695,3539,0.34759521484375,0.6214,30-70,30-70,Sierra Nevada,test
ranch_2031_0,ranch,2031,0,4086,1851,0.2493896484375,0.453,0-30,30-70,Central Foothills,test
river_231_0,river,231,0,9045,6900,0.55206298828125,0.7629,30-70,70-100,Central Foothills,test
river_231_1,river,231,1,11572,8373,0.706298828125,0.7236,70-100,70-100,Central Foothills,test
river_231_3,river,231,3,13968,2284,0.8525390625,0.1635,70-100,0-30,Central Foothills,test
river_231_4,river,231,4,13339,2784,0.81414794921875,0.2087,70-100,0-30,Central Foothills,test
northcomplex_3275_3,northcomplex,3275,3,14244,14208,0.869384765625,0.9975,70-100,70-100,Sierra Nevada,test
northcomplex_3275_4,northcomplex,3275,4,14521,14521,0.88629150390625,1.0,70-100,70-100,Sierra Nevada,test
ranch_3065_0,ranch,3065,0,2087,2027,0.12738037109375,0.9713,0-30,70-100,North Coast and Mountains,test
ranch_3065_3,ranch,3065,3,2144,2071,0.130859375,0.966,0-30,70-100,Central Foothills,test
czulight_532_1,czulight,532,1,5822,5822,0.3553466796875,1.0,30-70,70-100,North Coast and Mountains,test
ranch_1879_0,ranch,1879,0,15170,6597,0.9259033203125,0.4349,70-100,30-70,North Coast and Mountains,test
ranch_1879_1,ranch,1879,1,12083,3037,0.73748779296875,0.2513,70-100,0-30,North Coast and Mountains,test
ranch_1879_3,ranch,1879,3,12408,6606,0.75732421875,0.5324,70-100,30-70,North Coast and Mountains,test
bobcat_336_0,bobcat,336,0,15321,3670,0.93511962890625,0.2395,70-100,0-30,South Coast and Mountains,test
bobcat_336_3,bobcat,336,3,14131,6051,0.86248779296875,0.4282,70-100,30-70,South Coast and Mountains,test
bobcat_336_4,bobcat,336,4,15261,5828,0.93145751953125,0.3819,70-100,30-70,South Coast and Mountains,test
ranch_2021_1,ranch,2021,1,14173,3966,0.86505126953125,0.2798,70-100,0-30,North Coast and Mountains,test
ranch_2021_3,ranch,2021,3,14011,5906,0.85516357421875,0.4215,70-100,30-70,North Coast and Mountains,test
camp_1168_0,camp,1168,0,15382,12974,0.9388427734375,0.8435,70-100,70-100,Central Foothills,test
camp_1168_1,camp,1168,1,15318,13144,0.9349365234375,0.8581,70-100,70-100,Central Foothills,test
camp_1169_1,camp,1169,1,6166,2467,0.3763427734375,0.4001,30-70,30-70,Central Foothills,test
camp_1169_3,camp,1169,3,15108,8879,0.922119140625,0.5877,70-100,30-70,Central Foothills,test
camp_1169_4,camp,1169,4,12405,9138,0.75714111328125,0.7366,70-100,70-100,Central Foothills,test
eldorado_268_0,eldorado,268,0,4626,3837,0.2823486328125,0.8294,0-30,70-100,South Coast and Mountains,test
eldorado_268_1,eldorado,268,1,2858,2615,0.1744384765625,0.915,0-30,70-100,South Coast and Mountains,test
eldorado_268_3,eldorado,268,3,4801,3991,0.29302978515625,0.8313,0-30,70-100,South Coast and Mountains,test
eldorado_268_4,eldorado,268,4,5058,4428,0.3087158203125,0.8754,30-70,70-100,South Coast and Mountains,test
eldorado_297_0,eldorado,297,0,8248,6463,0.50341796875,0.7836,30-70,70-100,South Coast and Mountains,test
eldorado_297_1,eldorado,297,1,10406,8828,0.6351318359375,0.8484,30-70,70-100,South Coast and Mountains,test
eldorado_297_3,eldorado,297,3,10386,3815,0.6339111328125,0.3673,30-70,30-70,South Coast and Mountains,test
eldorado_297_4,eldorado,297,4,12064,7623,0.736328125,0.6319,70-100,30-70,South Coast and Mountains,test
czulight_669_0,czulight,669,0,3274,1058,0.1998291015625,0.3232,0-30,30-70,North Coast and Mountains,test
czulight_669_1,czulight,669,1,3117,2517,0.19024658203125,0.8075,0-30,70-100,North Coast and Mountains,test
czulight_669_4,czulight,669,4,7706,2455,0.4703369140625,0.3186,30-70,30-70,North Coast and Mountains,test
river_552_0,river,552,0,3820,2635,0.233154296875,0.6898,0-30,30-70,Central Foothills,test
caldor_2715_0,caldor,2715,0,9239,8831,0.56390380859375,0.9558,30-70,70-100,Sierra Nevada,test
caldor_2715_4,caldor,2715,4,9232,9216,0.5634765625,0.9983,30-70,70-100,Sierra Nevada,test
camp_1037_3,camp,1037,3,11390,8549,0.6951904296875,0.7506,30-70,70-100,North Coast and Mountains,test
camp_1590_1,camp,1590,1,3771,0,0.23016357421875,0.0,0-30,0-30,Sierra Nevada,test
camp_1590_3,camp,1590,3,2798,0,0.1707763671875,0.0,0-30,0-30,Sierra Nevada,test
camp_1590_4,camp,1590,4,4437,0,0.27081298828125,0.0,0-30,0-30,Sierra Nevada,test
alisal_237_1,alisal,237,1,112,0,0.0068359375,0.0,0-30,0-30,South Coast and Mountains,test
eldorado_108_1,eldorado,108,1,9,9,0.00054931640625,1.0,0-30,70-100,South Coast and Mountains,test
eldorado_108_4,eldorado,108,4,210,210,0.0128173828125,1.0,0-30,70-100,South Coast and Mountains,test
eldorado_295_0,eldorado,295,0,6321,3488,0.38580322265625,0.5518,30-70,30-70,South Coast and Mountains,test
eldorado_295_3,eldorado,295,3,6826,3449,0.4166259765625,0.5053,30-70,30-70,South Coast and Mountains,test
river_627_0,river,627,0,2543,1861,0.15521240234375,0.7318,0-30,70-100,Central Foothills,test
river_627_3,river,627,3,1227,565,0.07489013671875,0.4605,0-30,30-70,Central Foothills,test
alisal_154_0,alisal,154,0,15894,0,0.9700927734375,0.0,70-100,0-30,South Coast and Mountains,test
alisal_154_1,alisal,154,1,15658,61,0.9556884765625,0.0039,70-100,0-30,South Coast and Mountains,test
alisal_154_4,alisal,154,4,15902,0,0.9705810546875,0.0,70-100,0-30,South Coast and Mountains,test
slater_398_0,slater,398,0,11535,10653,0.70404052734375,0.9235,70-100,70-100,North Coast and Mountains,test
creek_3379_0,creek,3379,0,4414,2719,0.2694091796875,0.616,0-30,30-70,Sierra Nevada,test
creek_3379_1,creek,3379,1,3506,1943,0.2139892578125,0.5542,0-30,30-70,Sierra Nevada,test
creek_3379_3,creek,3379,3,2919,1251,0.17816162109375,0.4286,0-30,30-70,Sierra Nevada,test
camp_1509_0,camp,1509,0,5024,5024,0.306640625,1.0,30-70,70-100,Sierra Nevada,test
camp_1509_1,camp,1509,1,6889,6889,0.42047119140625,1.0,30-70,70-100,Sierra Nevada,test
northcomplex_1563_3,northcomplex,1563,3,14098,254,0.8604736328125,0.018,70-100,0-30,Sierra Nevada,test
northcomplex_1563_4,northcomplex,1563,4,14706,879,0.8975830078125,0.0598,70-100,0-30,Sierra Nevada,test
camp_1125_0,camp,1125,0,9751,9037,0.59515380859375,0.9268,30-70,70-100,Central Foothills,test
camp_1125_3,camp,1125,3,13291,13125,0.81121826171875,0.9875,70-100,70-100,Central Foothills,test
camp_1125_4,camp,1125,4,14960,11478,0.9130859375,0.7672,70-100,70-100,Central Foothills,test
camp_1643_4,camp,1643,4,15228,5969,0.929443359375,0.392,70-100,30-70,Sierra Nevada,test
northcomplex_2724_4,northcomplex,2724,4,14981,277,0.91436767578125,0.0185,70-100,0-30,Sierra Nevada,test
caldor_1655_0,caldor,1655,0,11534,152,0.7039794921875,0.0132,70-100,0-30,Sierra Nevada,test
caldor_1655_4,caldor,1655,4,9863,3,0.60198974609375,0.0003,30-70,0-30,Sierra Nevada,test
camp_1859_1,camp,1859,1,13977,11416,0.85308837890625,0.8168,70-100,70-100,Sierra Nevada,test
camp_1859_3,camp,1859,3,14770,13482,0.9014892578125,0.9128,70-100,70-100,Sierra Nevada,test
alisal_126_0,alisal,126,0,4671,3434,0.28509521484375,0.7352,0-30,70-100,South Coast and Mountains,test
alisal_126_3,alisal,126,3,5452,4266,0.332763671875,0.7825,30-70,70-100,South Coast and Mountains,test
czulight_618_1,czulight,618,1,13777,5016,0.84088134765625,0.3641,70-100,30-70,North Coast and Mountains,test
eldorado_147_1,eldorado,147,1,11401,0,0.69586181640625,0.0,30-70,0-30,South Coast and Mountains,test
eldorado_147_3,eldorado,147,3,14300,0,0.872802734375,0.0,70-100,0-30,South Coast and Mountains,test
eldorado_147_4,eldorado,147,4,14218,11,0.8677978515625,0.0008,70-100,0-30,South Coast and Mountains,test
creek_3378_1,creek,3378,1,3459,123,0.21112060546875,0.0356,0-30,0-30,Sierra Nevada,test
creek_3378_4,creek,3378,4,3234,205,0.1973876953125,0.0634,0-30,0-30,Sierra Nevada,test
ranch_2333_1,ranch,2333,1,13417,5041,0.81890869140625,0.3757,70-100,30-70,North Coast and Mountains,test
ranch_2333_3,ranch,2333,3,14801,808,0.90338134765625,0.0546,70-100,0-30,North Coast and Mountains,test
ranch_2333_4,ranch,2333,4,14127,1107,0.86224365234375,0.0784,70-100,0-30,North Coast and Mountains,test
camp_1287_0,camp,1287,0,6923,5524,0.42254638671875,0.7979,30-70,70-100,Sierra Nevada,test
camp_1287_3,camp,1287,3,3249,2989,0.19830322265625,0.92,0-30,70-100,Sierra Nevada,test
czulight_791_0,czulight,791,0,12528,10320,0.7646484375,0.8238,70-100,70-100,North Coast and Mountains,test
stone_157_3,stone,157,3,8147,2139,0.49725341796875,0.2626,30-70,0-30,North Coast and Mountains,test
camp_1456_0,camp,1456,0,11878,19,0.7249755859375,0.0016,70-100,0-30,Sierra Nevada,test
camp_1330_0,camp,1330,0,640,637,0.0390625,0.9953,0-30,70-100,Sierra Nevada,test
camp_1330_1,camp,1330,1,1500,983,0.091552734375,0.6553,0-30,30-70,Sierra Nevada,test
camp_1330_3,camp,1330,3,4277,4220,0.26104736328125,0.9867,0-30,70-100,Sierra Nevada,test
river_125_1,river,125,1,3655,3314,0.22308349609375,0.9067,0-30,70-100,Central Foothills,test
river_125_3,river,125,3,8585,2752,0.52398681640625,0.3206,30-70,30-70,Central Foothills,test
caldor_1871_3,caldor,1871,3,12650,12650,0.7720947265625,1.0,70-100,70-100,Sierra Nevada,test
czulight_431_0,czulight,431,0,15547,8857,0.94891357421875,0.5697,70-100,30-70,North Coast and Mountains,test
czulight_431_3,czulight,431,3,15897,8095,0.97027587890625,0.5092,70-100,30-70,North Coast and Mountains,test
bobcat_1584_3,bobcat,1584,3,5811,0,0.35467529296875,0.0,30-70,0-30,South Coast and Mountains,test
camp_1292_0,camp,1292,0,12735,9160,0.77728271484375,0.7193,70-100,70-100,Sierra Nevada,test
camp_1292_3,camp,1292,3,10271,6846,0.62689208984375,0.6665,30-70,30-70,Sierra Nevada,test
eldorado_193_0,eldorado,193,0,13113,6554,0.80035400390625,0.4998,70-100,30-70,South Coast and Mountains,test
eldorado_193_1,eldorado,193,1,10980,10980,0.670166015625,1.0,30-70,70-100,South Coast and Mountains,test
eldorado_193_3,eldorado,193,3,11333,6575,0.69171142578125,0.5802,30-70,30-70,South Coast and Mountains,test
eldorado_193_4,eldorado,193,4,13031,10959,0.79534912109375,0.841,70-100,70-100,South Coast and Mountains,test
camp_1721_3,camp,1721,3,9534,11,0.5819091796875,0.0012,30-70,0-30,Sierra Nevada,test
bobcat_1341_0,bobcat,1341,0,7151,6758,0.43646240234375,0.945,30-70,70-100,South Coast and Mountains,test
bobcat_1341_1,bobcat,1341,1,7016,4943,0.42822265625,0.7045,30-70,70-100,South Coast and Mountains,test
czulight_579_3,czulight,579,3,15580,15580,0.950927734375,1.0,70-100,70-100,North Coast and Mountains,test
czulight_569_0,czulight,569,0,8809,7585,0.53765869140625,0.8611,30-70,70-100,North Coast and Mountains,test
czulight_569_4,czulight,569,4,14936,10201,0.91162109375,0.683,70-100,30-70,North Coast and Mountains,test
northcomplex_3212_3,northcomplex,3212,3,12705,9955,0.77545166015625,0.7835,70-100,70-100,Sierra Nevada,test
bobcat_427_0,bobcat,427,0,9713,4802,0.59283447265625,0.4944,30-70,30-70,South Coast and Mountains,test
bobcat_427_3,bobcat,427,3,9519,5175,0.58099365234375,0.5436,30-70,30-70,South Coast and Mountains,test
bobcat_427_4,bobcat,427,4,12653,7799,0.77227783203125,0.6164,70-100,30-70,South Coast and Mountains,test
eldorado_197_1,eldorado,197,1,11444,5939,0.698486328125,0.519,30-70,30-70,South Coast and Mountains,test
camp_976_3,camp,976,3,13921,465,0.84967041015625,0.0334,70-100,0-30,North Coast and Mountains,test
camp_1122_0,camp,1122,0,11492,6464,0.701416015625,0.5625,70-100,30-70,Sierra Nevada,test
camp_1122_1,camp,1122,1,8055,6743,0.49163818359375,0.8371,30-70,70-100,Sierra Nevada,test
stone_153_0,stone,153,0,10424,7081,0.63623046875,0.6793,30-70,30-70,North Coast and Mountains,test
stone_153_4,stone,153,4,5902,3898,0.3602294921875,0.6605,30-70,30-70,North Coast and Mountains,test
bobcat_383_0,bobcat,383,0,13954,5113,0.8516845703125,0.3664,70-100,30-70,South Coast and Mountains,test
bobcat_383_1,bobcat,383,1,14594,5294,0.8907470703125,0.3628,70-100,30-70,South Coast and Mountains,test
bobcat_383_3,bobcat,383,3,15755,1853,0.96160888671875,0.1176,70-100,0-30,South Coast and Mountains,test
river_257_0,river,257,0,7557,7154,0.46124267578125,0.9467,30-70,70-100,Central Foothills,test
river_257_1,river,257,1,10174,8668,0.6209716796875,0.852,30-70,70-100,Central Foothills,test
river_257_3,river,257,3,13546,13303,0.8267822265625,0.9821,70-100,70-100,Central Foothills,test
river_257_4,river,257,4,12330,6625,0.7525634765625,0.5373,70-100,30-70,Central Foothills,test
ranch_1370_1,ranch,1370,1,7907,5086,0.48260498046875,0.6432,30-70,30-70,Central Foothills,test
czulight_756_0,czulight,756,0,4529,2742,0.27642822265625,0.6054,0-30,30-70,North Coast and Mountains,test
czulight_756_1,czulight,756,1,11890,4970,0.7257080078125,0.418,70-100,30-70,North Coast and Mountains,test
czulight_756_4,czulight,756,4,13741,12611,0.83868408203125,0.9178,70-100,70-100,North Coast and Mountains,test
eldorado_343_3,eldorado,343,3,2604,1728,0.158935546875,0.6636,0-30,30-70,South Coast and Mountains,test
eldorado_343_4,eldorado,343,4,2603,1456,0.15887451171875,0.5594,0-30,30-70,South Coast and Mountains,test
ranch_1614_3,ranch,1614,3,7722,1217,0.4713134765625,0.1576,30-70,0-30,North Coast and Mountains,test
ranch_1614_4,ranch,1614,4,12283,6637,0.74969482421875,0.5403,70-100,30-70,Central Foothills,test
camp_1732_0,camp,1732,0,16150,15605,0.9857177734375,0.9663,70-100,70-100,Sierra Nevada,test
ranch_2109_3,ranch,2109,3,10080,7806,0.615234375,0.7744,30-70,70-100,North Coast and Mountains,test
ranch_2109_4,ranch,2109,4,7663,5116,0.46771240234375,0.6676,30-70,30-70,North Coast and Mountains,test
bobcat_381_0,bobcat,381,0,15460,3669,0.943603515625,0.2373,70-100,0-30,South Coast and Mountains,test
bobcat_381_4,bobcat,381,4,14211,3675,0.86737060546875,0.2586,70-100,0-30,South Coast and Mountains,test
alisal_136_0,alisal,136,0,1665,1496,0.10162353515625,0.8985,0-30,70-100,South Coast and Mountains,test
alisal_136_1,alisal,136,1,342,268,0.0208740234375,0.7836,0-30,70-100,South Coast and Mountains,test
alisal_136_3,alisal,136,3,3550,3088,0.2166748046875,0.8699,0-30,70-100,South Coast and Mountains,test
alisal_136_4,alisal,136,4,1560,1560,0.09521484375,1.0,0-30,70-100,South Coast and Mountains,test
creek_2117_0,creek,2117,0,5550,1923,0.3387451171875,0.3465,30-70,30-70,Sierra Nevada,test
creek_2117_3,creek,2117,3,7034,3202,0.4293212890625,0.4552,30-70,30-70,Sierra Nevada,test
camp_1647_4,camp,1647,4,14410,7940,0.8795166015625,0.551,70-100,30-70,Sierra Nevada,test
eldorado_220_1,eldorado,220,1,11212,11078,0.684326171875,0.988,30-70,70-100,South Coast and Mountains,test
eldorado_220_4,eldorado,220,4,8864,4687,0.541015625,0.5288,30-70,30-70,South Coast and Mountains,test
river_283_1,river,283,1,8060,6507,0.491943359375,0.8073,30-70,70-100,Central Foothills,test
river_283_3,river,283,3,8270,7334,0.5047607421875,0.8868,30-70,70-100,Central Foothills,test
river_283_4,river,283,4,10370,10277,0.6329345703125,0.991,30-70,70-100,Central Foothills,test
czulight_594_4,czulight,594,4,3711,1362,0.22650146484375,0.367,0-30,30-70,North Coast and Mountains,test
camp_1069_0,camp,1069,0,13606,8545,0.8304443359375,0.628,70-100,30-70,Sierra Nevada,test
dolan_1618_1,dolan,1618,1,14488,0,0.88427734375,0.0,70-100,0-30,Central Foothills,test
eldorado_371_0,eldorado,371,0,10532,10532,0.642822265625,1.0,30-70,70-100,South Coast and Mountains,test
eldorado_371_1,eldorado,371,1,11116,6494,0.678466796875,0.5842,30-70,30-70,South Coast and Mountains,test
eldorado_371_3,eldorado,371,3,11359,11287,0.69329833984375,0.9937,30-70,70-100,South Coast and Mountains,test
eldorado_371_4,eldorado,371,4,9647,6563,0.58880615234375,0.6803,30-70,30-70,South Coast and Mountains,test
slater_187_0,slater,187,0,15323,1980,0.93524169921875,0.1292,70-100,0-30,North Coast and Mountains,test
ranch_2688_3,ranch,2688,3,14120,1583,0.86181640625,0.1121,70-100,0-30,North Coast and Mountains,test
caldor_2624_0,caldor,2624,0,11686,8186,0.7132568359375,0.7005,70-100,70-100,Sierra Nevada,test
caldor_2624_3,caldor,2624,3,11008,7522,0.671875,0.6833,30-70,30-70,Sierra Nevada,test
monument_2412_3,monument,2412,3,340,11,0.020751953125,0.0324,0-30,0-30,North Coast and Mountains,test
ranch_1009_0,ranch,1009,0,10907,0,0.66571044921875,0.0,30-70,0-30,Central Foothills,test
ranch_1009_1,ranch,1009,1,11940,0,0.728759765625,0.0,70-100,0-30,Central Foothills,test
northcomplex_961_0,northcomplex,961,0,14392,8883,0.87841796875,0.6172,70-100,30-70,Sierra Nevada,test
northcomplex_961_4,northcomplex,961,4,14080,13696,0.859375,0.9727,70-100,70-100,Sierra Nevada,test
camp_1501_1,camp,1501,1,5465,0,0.33355712890625,0.0,30-70,0-30,Sierra Nevada,test
camp_1501_4,camp,1501,4,3499,0,0.21356201171875,0.0,0-30,0-30,Sierra Nevada,test
czulight_567_3,czulight,567,3,8344,8344,0.50927734375,1.0,30-70,70-100,North Coast and Mountains,test
dixie_250_0,dixie,250,0,79,69,0.00482177734375,0.8734,0-30,70-100,North Coast and Mountains,test
monument_2571_0,monument,2571,0,13058,13058,0.7969970703125,1.0,70-100,70-100,North Coast and Mountains,test
monument_2571_4,monument,2571,4,13702,8784,0.8363037109375,0.6411,70-100,30-70,North Coast and Mountains,test
river_528_1,river,528,1,3331,2375,0.20330810546875,0.713,0-30,70-100,Central Foothills,test
river_528_3,river,528,3,4521,1545,0.27593994140625,0.3417,0-30,30-70,Central Foothills,test
river_528_4,river,528,4,3243,977,0.19793701171875,0.3013,0-30,30-70,Central Foothills,test
caldor_2425_1,caldor,2425,1,5396,2950,0.329345703125,0.5467,30-70,30-70,Sierra Nevada,test
dixie_318_1,dixie,318,1,4632,2066,0.28271484375,0.446,0-30,30-70,North Coast and Mountains,test
slater_219_3,slater,219,3,5950,2257,0.3631591796875,0.3793,30-70,30-70,North Coast and Mountains,test
camp_1648_0,camp,1648,0,15582,11733,0.9510498046875,0.753,70-100,70-100,Sierra Nevada,test
camp_1648_1,camp,1648,1,15184,4097,0.9267578125,0.2698,70-100,0-30,Sierra Nevada,test
camp_1648_3,camp,1648,3,15308,10910,0.934326171875,0.7127,70-100,70-100,Sierra Nevada,test
ranch_2098_0,ranch,2098,0,7862,3811,0.4798583984375,0.4847,30-70,30-70,Central Foothills,test
czulight_799_3,czulight,799,3,13878,1356,0.8470458984375,0.0977,70-100,0-30,North Coast and Mountains,test
dolan_971_1,dolan,971,1,4568,4431,0.27880859375,0.97,0-30,70-100,Central Foothills,test
dolan_971_3,dolan,971,3,8054,7998,0.4915771484375,0.993,30-70,70-100,Central Foothills,test
dolan_971_4,dolan,971,4,8595,8042,0.52459716796875,0.9357,30-70,70-100,Central Foothills,test
ranch_1608_3,ranch,1608,3,13870,7886,0.8465576171875,0.5686,70-100,30-70,Central Foothills,test
czulight_206_4,czulight,206,4,14601,5610,0.89117431640625,0.3842,70-100,30-70,North Coast and Mountains,test
creek_2524_1,creek,2524,1,12447,10810,0.75970458984375,0.8685,70-100,70-100,Sierra Nevada,test
creek_2524_3,creek,2524,3,11757,11757,0.71759033203125,1.0,70-100,70-100,Sierra Nevada,test
